,Santa Mon,ica,College,- Gra,de Distribution,S,pri,ng,20,15,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Year,Semester
1587,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 53 of 98,2015,Spring
1588,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1589,Health Science,NURSNG,NURSNG 20L,2883,SOSHNIK R M,,,,,,,1,9,,,10,2015,Spring
1590,,,,2884,PENAFLORIDA D D,,,,,,,4,4,2,,10,2015,Spring
1591,,,,2885,MAYORGA A,,,,,,,1,9,,,10,2015,Spring
1592,,,NURSNG 25,2886,FARBER G C,9,19,,,,,,,1,,29,2015,Spring
1593,,,NURSNG 25L,2887,STOVALL K,,,,,,,,5,,,5,2015,Spring
1594,,,,2888,WISE J K,,,,,,,,7,,,7,2015,Spring
1595,,,,2889,RISINGER L A,,,,,,,,5,1,,6,2015,Spring
1596,,,,3422,FARBER G C,,,,,,,,7,,,7,2015,Spring
1597,,,,3423,THOMPSON ANDREA J C,,,,,,,,2,,,2,2015,Spring
1598,,,,3424,FARBER G C,,,,,,,,2,,,2,2015,Spring
1599,,,NURSNG 28,2891,SHORT A D,5,4,,,,,,,1,,10,2015,Spring
1600,,,,3418,SHORT A D,6,3,1,,,,,,,,10,2015,Spring
1601,,,,3419,SHORT A D,2,5,,,,,,,,,7,2015,Spring
1602,,,,3420,SHORT A D,1,2,,,,,,,,,3,2015,Spring
1603,,,NURSNG 30,2892,WILLIAMS E J,1,21,8,,,,,,,,30,2015,Spring
1604,,,NURSNG 30L,2893,WILLIAMS E J,,,,,,,,10,,,10,2015,Spring
1605,,,,2894,SHORT A D,,,,,,,,10,,,10,2015,Spring
1606,,,,2896,LEE A K,,,,,,,,10,,,10,2015,Spring
1607,,,NURSNG 35,2897,ANGEL V M,1,22,7,,,,,,,,30,2015,Spring
1608,,,NURSNG 35L,2898,ANGEL V M,,,,,,,,10,,,10,2015,Spring
1609,,,,2899,ABERBOOK V A,,,,,,,,10,,,10,2015,Spring
1610,,,,2901,BREGMAN M A,,,,,,,,10,,,10,2015,Spring
1611,,,NURSNG 36,2902,LOPEZ G M,5,2,1,,2,,,,6,,16,2015,Spring
1612,,,,2903,LOPEZ G M,9,13,5,,3,,,,5,,35,2015,Spring
1613,,,NURSNG 40,2904,ADLER E,3,16,,,,,,,,,19,2015,Spring
1614,,,,2905,ADLER E,3,14,,,,,,,,,17,2015,Spring
1615,,,NURSNG 40L,2906,ESTRELLA D J,,,,,,,,9,,,9,2015,Spring
1616,,,,2907,ESTRELLA D J,,,,,,,,8,,,8,2015,Spring
1617,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 54 of 98,2015,Spring
1618,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1619,Health Science,NURSNG,NURSNG 40L,2908,SCARLET A,,,,,,,,10,,,10,2015,Spring
1620,,,,2909,WISE J K,,,,,,,,9,,,9,2015,Spring
1621,,,NURSNG 45,2910,ABERBOOK V A,3,15,,,,,,,,,18,2015,Spring
1622,,,,2911,ABERBOOK V A,5,11,1,,,,,,,,17,2015,Spring
1623,,,NURSNG 45L,2912,SMITH D L,,,,,,,,9,,,9,2015,Spring
1624,,,,2913,ABERBOOK V A,,,,,,,,9,1,,10,2015,Spring
1625,,,,2914,ABERBOOK V A,,,,,,,,9,,,9,2015,Spring
1626,,,,3345,SMITH D L,,,,,,,,8,,,8,2015,Spring
1627,,,NURSNG 50,2915,WILLIAMS E J,1,13,21,,,,,,1,,36,2015,Spring
1628,,,NURSNG 50L,2916,WILLIAMS E J,,,,,,,,12,,,12,2015,Spring
1629,,,,2917,SHORT A D,,,,,,,,12,,,12,2015,Spring
1630,,,,3427,GODAWA K S,,,,,,,,11,2,,13,2015,Spring
1631,,RES TH,RES TH  1,4457,SANTANA S A,6,6,3,5,1,,,,3,,24,2015,Spring
1632,,,RES TH 30,3187,WELCH M A,8,8,1,2,,,,,,,19,2015,Spring
1633,,,RES TH 70,3188,SANTANA S A,1,7,8,4,,,,,,,20,2015,Spring
1634,Health Science,,,,,101,246,98,21,19,,1 8,278,39,,811,2015,Spring
1635,History,ENVRN,ENVRN  32,2118,FOUSER D C,2,5,2,2,8,,,,2,,21,2015,Spring
1636,,HIST,HIST1,2355,PETROCELLI R M,8,10,5,,6,,,,8,,37,2015,Spring
1637,,,,2356,FOUSER D C,8,12,6,2,6,,1,,10,,45,2015,Spring
1638,,,,2357,STILES C L,15,15,5,2,2,,,4,5,,48,2015,Spring
1639,,,,2358,KENT M L,22,11,5,4,,,,,7,,49,2015,Spring
1640,,,,2359,STILES C L,11,5,6,5,2,,3,7,4,,43,2015,Spring
1641,,,,2360,BYRNE D,9,14,10,3,4,,,,3,,43,2015,Spring
1642,,,,4258,STILES C L,11,8,4,4,7,,2,3,5,,44,2015,Spring
1643,,,HIST2,2361,MANOFF R J,18,8,5,,3,,,3,4,,41,2015,Spring
1644,,,,2362,BYRNE D,8,14,11,1,2,,,,2,,38,2015,Spring
1645,,,,2363,KERZE M,5,8,13,,4,,1,1,13,,45,2015,Spring
1646,,,,2364,BENNETT H M,8,10,8,1,7,,,,8,,42,2015,Spring
1647,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 55 of 98,2015,Spring
1648,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1649,History,HIST,HIST2,2365,KENT M L,23,3,4,4,,,,1,8,,43,2015,Spring
1650,,,,2366,VERLET M C,3,3,7,4,5,,,,13,,35,2015,Spring
1651,,,,2367,VERLET M C,,3,7,,5,,,,10,,25,2015,Spring
1652,,,,3354,VERLET M C,2,2,1,2,,,,1,7,,15,2015,Spring
1653,,,,3393,FOGLEMAN A M,6,8,3,1,,,2,2,17,,39,2015,Spring
1654,,,,4259,RASMUSSEN K A,1,7,5,,3,,1,,17,,34,2015,Spring
1655,,,HIST3,4260,STILES C L,14,8,2,1,5,,,2,7,,39,2015,Spring
1656,,,HIST4,4261,STILES C L,18,5,2,1,2,,1,3,1,,33,2015,Spring
1657,,,HIST5,2368,RUIZ R,14,19,5,,3,,1,,4,,46,2015,Spring
1658,,,HIST6,2369,MORENO M,8,6,5,3,2,,,1,14,,39,2015,Spring
1659,,,,2370,MORENO M,9,12,1,1,1,,,,13,,37,2015,Spring
1660,,,HIST10,2371,SAAVEDRA Y,7,6,7,6,6,,,,11,,43,2015,Spring
1661,,,,2372,AMERIAN-DONNELL S M,2,14,14,4,3,,,,10,,47,2015,Spring
1662,,,,2373,SAAVEDRA Y,5,15,8,7,3,,,1,11,,50,2015,Spring
1663,,,,2374,AMERIAN-DONNELL S M,9,12,9,1,4,,,,9,,44,2015,Spring
1664,,,,2375,CRUZ J S,14,12,3,3,2,,1,1,8,,44,2015,Spring
1665,,,,2376,SLAUGHTER M A,6,27,4,2,1,,,2,4,,46,2015,Spring
1666,,,,2377,CRUZ J S,14,8,8,4,2,,,,6,,42,2015,Spring
1667,,,,4262,SLAUGHTER M A,10,22,4,1,,,,,8,,45,2015,Spring
1668,,,HIST11,2378,MAYNC T M,2,10,3,1,7,,1,,12,,36,2015,Spring
1669,,,,2379,KEVILLE T J,30,12,6,,3,,,1,2,,54,2015,Spring
1670,,,,2380,MORENO M,13,6,6,6,1,,,,6,,38,2015,Spring
1671,,,,2381,BORGHEI S C,3,3,10,6,8,,,,8,,38,2015,Spring
1672,,,,2382,VANBENSCHOTEN W D,12,10,9,2,1,,,1,6,,41,2015,Spring
1673,,,,2383,MAYNC T M,5,8,7,3,3,,,,15,,41,2015,Spring
1674,,,,2384,MORENO M,9,8,12,4,,,,,8,,41,2015,Spring
1675,,,,2385,SLAUGHTER M A,8,12,7,,10,,,1,5,,43,2015,Spring
1676,,,,2386,KEVILLE T J,36,4,4,,2,,,1,2,,49,2015,Spring
1677,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 56 of 98,2015,Spring
1678,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1679,History,HIST,HIST11,2387,NIELSEN C S,9,8,8,,,,,1,3,,29,2015,Spring
1680,,,HIST12,2388,CHI J S,3,12,10,4,7,,,,5,,41,2015,Spring
1681,,,,2389,AMERIAN-DONNELL S M,5,16,12,5,2,,,,5,,45,2015,Spring
1682,,,,2390,NIELSEN C S,8,10,9,,3,,1,1,8,,40,2015,Spring
1683,,,,2391,CHI J S,2,16,9,3,5,,,,4,,39,2015,Spring
1684,,,,2392,KEVILLE T J,42,8,1,,1,,,,,,52,2015,Spring
1685,,,,2393,AMERIAN-DONNELL S M,13,6,14,2,3,,,,2,,40,2015,Spring
1686,,,,2394,CHI J S,6,14,13,2,6,,,,2,,43,2015,Spring
1687,,,,2395,MANOFF R J,8,12,14,3,1,,1,1,6,,46,2015,Spring
1688,,,,2396,VANBENSCHOTEN W D,16,7,1,3,2,,,,8,,37,2015,Spring
1689,,,,4263,BOLELLI D,16,16,7,1,2,,1,,7,,50,2015,Spring
1690,,,HIST13,2397,WILKINSON JR E C,9,16,5,,2,,1,,5,,38,2015,Spring
1691,,,,2398,MCMILLEN R,9,8,3,1,2,,,,10,,33,2015,Spring
1692,,,HIST14,2399,BORGHEI S C,2,12,11,3,7,,,1,8,,44,2015,Spring
1693,,,HIST16,2402,GANT-BRITTON L,19,12,2,,5,,,,9,,47,2015,Spring
1694,,,,2403,MCMILLEN R,7,3,2,2,4,,,,8,,26,2015,Spring
1695,,,HIST19,2404,RUIZ R,14,15,1,,4,,2,,2,,38,2015,Spring
1696,,,HIST20,2405,WILKINSON JR E C,7,18,1,,6,,3,,8,,43,2015,Spring
1697,,,,2406,VANBENSCHOTEN W D,10,5,4,1,7,,,,10,,37,2015,Spring
1698,,,HIST25,2407,ELLEFSON D C,8,10,7,2,2,,,1,9,,39,2015,Spring
1699,,,HIST29,2408,PANGBURN K A,2,8,1,1,5,,,1,2,,20,2015,Spring
1700,,,HIST32,2410,FOUSER D C,2,4,5,1,4,,,,2,,18,2015,Spring
1701,,,HIST33,2411,PETROCELLI R M,15,6,2,2,6,,,,5,,36,2015,Spring
1702,,,,2412,CLAYBORNE D,7,3,10,3,5,,,,11,,39,2015,Spring
1703,,,,2413,PETROCELLI R M,15,2,,,,,,,4,,21,2015,Spring
1704,,,,2415,PANGBURN K A,1,9,6,1,4,,,,4,,25,2015,Spring
1705,,,,4265,READER L J,10,9,3,1,6,,,,4,,33,2015,Spring
1706,,,HIST34,2418,PETROCELLI R M,8,9,3,1,2,,,,6,,29,2015,Spring
1707,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 57 of 98,2015,Spring
1708,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1709,History,HIST,HIST34,2420,FOGLEMAN A M,7,20,3,1,4,,,1,4,,40,2015,Spring
1710,,,,3394,BENNETT H M,2,7,7,1,10,,1,,11,,39,2015,Spring
1711,,,HIST39,2422,PETROCELLI R M,7,2,2,1,3,,1,,2,,18,2015,Spring
1712,,,HIST41,2423,BOLELLI D,12,17,8,1,2,,,,9,,49,2015,Spring
1713,,,HIST42,2424,MORENO M,3,8,2,1,1,,,,10,,25,2015,Spring
1714,,,HIST47,2425,CHI J S,4,4,2,,2,,,,5,,17,2015,Spring
1715,,,HIST52,2426,AMERIAN-DONNELL S M,4,16,6,1,4,,,2,5,,38,2015,Spring
1716,,,HIST53,2427,BOLELLI D,13,6,7,,5,,,,12,,43,2015,Spring
1717,,,,2428,KERZE M,5,5,2,1,3,,,,18,,34,2015,Spring
1718,,,HIST55,2429,KERZE M,9,6,2,,3,,,,16,,36,2015,Spring
1719,,,HIST62,2430,CHI J S,2,5,3,,,,,,2,,12,2015,Spring
1720,,,HIST90A,2433,CHI J S,,,,,,,2,5,,,7,2015,Spring
1721,History Total,,,,,749,755,451,140,273,,15 12,50,564,,3009,2015,Spring
1722,Kinesiology,HEALTH,HEALTH 10,2348,STRONG L M,10,14,8,3,2,,,,3,,40,2015,Spring
1723,,,,2349,KAUFMAN D,12,4,4,3,6,,,,3,,32,2015,Spring
1724,,,,2350,STRONG L M,12,13,7,4,2,,,,7,,45,2015,Spring
1725,,,,2351,CHAVEZ E C,3,5,13,8,,,,,13,,42,2015,Spring
1726,,,,2352,CHAVEZ E C,3,7,11,7,,,,1,14,,43,2015,Spring
1727,,,,2353,STAFSKY G B,18,4,3,1,3,,,,7,,36,2015,Spring
1728,,,,3325,O'FALLON D R,30,7,1,,1,,,,5,,44,2015,Spring
1729,,KIN PE,KIN PE  2,4281,BENDITSON A,22,5,,,2,,,,3,,32,2015,Spring
1730,,,KIN PE  3,2486,GARRETT J B,5,5,5,,1,,1,,13,,30,2015,Spring
1731,,,,3326,METICHECCHIA J H,13,8,6,2,1,,,,,,30,2015,Spring
1732,,,KIN PE  4,2487,AURA J,22,10,2,,2,,1,,5,,42,2015,Spring
1733,,,KIN PE  5B,2488,KALAFER F,22,4,6,,,,,,2,,34,2015,Spring
1734,,,KIN PE  9A,2489,BARNETT R T,12,3,1,2,6,,1,,7,,32,2015,Spring
1735,,,KIN PE  9B,2490,ROYAL S A,14,5,,,4,,1,,2,,26,2015,Spring
1736,,,KIN PE  9C,2491,JENKINS J M,19,,1,11,,,,,2,,33,2015,Spring
1737,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 58 of 98,2015,Spring
1738,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1739,Kinesiology,KIN PE,KIN PE  9C,2492,COOPER A G,5,4,,,,,,,,,9,2015,Spring
1740,,,,2493,JENKINS J M,8,,,,,,,,1,,9,2015,Spring
1741,,,KIN PE 10,2494,O'FALLON D R,31,2,1,,,,,,5,,39,2015,Spring
1742,,,,2495,SEYMOUR P S,24,,2,,,,,,7,,33,2015,Spring
1743,,,,2496,BARNETT R T,8,7,2,2,2,,1,,9,,31,2015,Spring
1744,,,,2497,GEE M J,23,1,,1,1,,,,4,,30,2015,Spring
1745,,,,2498,SHICKMAN T D,27,2,,,,,,,9,,38,2015,Spring
1746,,,,2499,PLUTCHOK K A,41,1,,,,,,,2,,44,2015,Spring
1747,,,,2500,BARNETT R T,17,5,,,1,,,,9,,32,2015,Spring
1748,,,,2501,METICHECCHIA J H,21,5,2,,1,,,,9,,38,2015,Spring
1749,,,,2502,HEROLD M J,15,,3,,,,,,3,,21,2015,Spring
1750,,,KIN PE 11A,2503,BARNETT R T,3,5,3,1,3,,,,9,,24,2015,Spring
1751,,,,2504,LENNON G T,20,9,7,,,,,,6,,42,2015,Spring
1752,,,,4282,BENDITSON A,25,,1,,,,,,8,,34,2015,Spring
1753,,,KIN PE 11B,2505,SEYMOUR P S,23,1,1,,,,,,2,,27,2015,Spring
1754,,,,2506,BARNETT R T,12,7,1,,2,,,,4,,26,2015,Spring
1755,,,,2507,BARNETT R T,13,3,3,,7,,2,,4,,32,2015,Spring
1756,,,,2508,GARCIA S M,31,1,,2,,,,,5,,39,2015,Spring
1757,,,KIN PE 11C,2509,BARNETT R T,16,2,5,1,2,,,,2,,28,2015,Spring
1758,,,,2510,LINDHEIM G M,8,9,2,,,,,,7,,26,2015,Spring
1759,,,,2511,MURRAY Z M,13,,,1,,,1,,10,,25,2015,Spring
1760,,,KIN PE 14,2512,BARRON E A,15,4,1,,1,,,,6,,27,2015,Spring
1761,,,KIN PE 14B,2513,BARRON E A,10,2,,,1,,,,1,,14,2015,Spring
1762,,,KIN PE 17,2514,STRONG L M,30,9,,,1,,,,7,,47,2015,Spring
1763,,,KIN PE 19C,2515,SHICKMAN T D,16,3,3,,2,,,,4,,28,2015,Spring
1764,,,,2516,NEWBILL I M,33,,,,,,,1,7,,41,2015,Spring
1765,,,,2517,SANDOVAL H J,20,3,,,2,,,,5,,30,2015,Spring
1766,,,,2518,CARLSTEN E B,16,2,,2,,,,,5,,25,2015,Spring
1767,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 59 of 98,2015,Spring
1768,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1769,Kinesiology,KIN PE,KIN PE 19D,2519,SHIMA T H,21,2,1,1,6,,,,3,,34,2015,Spring
1770,,,,3335,CHAVEZ E C,17,,1,1,,,,,1,,20,2015,Spring
1771,,,KIN PE 19E,2520,PORTER L A,29,1,,,,,,,5,,35,2015,Spring
1772,,,KIN PE 21,2521,BARNETT R T,13,4,,4,7,,,,4,,32,2015,Spring
1773,,,KIN PE 25A,2522,RALSTON L C,17,,,,,,,1,3,,21,2015,Spring
1774,,,KIN PE 25B,2523,RALSTON L C,14,3,,,,,,,2,,19,2015,Spring
1775,,,KIN PE 25C,2524,RALSTON L C,4,,,,,,,,1,,5,2015,Spring
1776,,,KIN PE 34A,4283,BAGHDASARIAN G,16,3,4,,,,,,3,,26,2015,Spring
1777,,,KIN PE 41M,2525,LEVY B,8,4,2,1,1,,,,4,,20,2015,Spring
1778,,,KIN PE 41W,2526,EASTCOTT M B,20,1,2,,,,,,2,,25,2015,Spring
1779,,,KIN PE 43A,2527,PEHANICH J,21,7,4,,,,,,5,,37,2015,Spring
1780,,,,2528,ENFIELD M D,28,4,,,,,,,9,,41,2015,Spring
1781,,,,2529,ENFIELD M D,32,9,2,,,,,,2,,45,2015,Spring
1782,,,KIN PE 43C,2530,PEHANICH J,6,,,,,,,,1,,7,2015,Spring
1783,,,,2531,PIERCE T L,7,,,,,,,,1,,8,2015,Spring
1784,,,KIN PE 46,4284,MOOREHEAD J R,2,1,3,,2,,,,2,,10,2015,Spring
1785,,,KIN PE 48A,2532,CONTARSY S A,22,,2,,,,,,10,,34,2015,Spring
1786,,,,2533,CARTER-AARON L J,24,1,1,1,1,,,,4,,32,2015,Spring
1787,,,KIN PE 48B,2535,CONTARSY S A,10,,,,,,,,9,,19,2015,Spring
1788,,,,2536,CONTARSY S A,20,,,,,,,,9,,29,2015,Spring
1789,,,,2537,SHIMA T H,20,5,,1,1,,1,,4,,32,2015,Spring
1790,,,KIN PE 48C,2538,CONTARSY S A,7,,1,,,,,,4,,12,2015,Spring
1791,,,,2539,CONTARSY S A,15,,,,,,,,3,,18,2015,Spring
1792,,,KIN PE 48D,2540,CONTARSY S A,10,,,,,,,,3,,13,2015,Spring
1793,,,,2541,CONTARSY S A,7,,1,,,,,,3,,11,2015,Spring
1794,,,KIN PE 50A,2543,ESKRIDGE B M,9,1,,,,,,,2,,12,2015,Spring
1795,,,KIN PE 50C,2544,ESKRIDGE B M,5,,1,,,,,,2,,8,2015,Spring
1796,,,KIN PE 53A,2545,LIVSHIN B S,25,2,,,,,,1,6,,34,2015,Spring
1797,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 60 of 98,2015,Spring
1798,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1799,Kinesiology,KIN PE,KIN PE 54A,2546,LEMON D R,13,1,,,,,,,1,,15,2015,Spring
1800,,,KIN PE 54B,2547,LEMON D R,7,,,,,,,,,,7,2015,Spring
1801,,,KIN PE 54C,3395,LEMON D R,9,,,,,,,,,,9,2015,Spring
1802,,,KIN PE 54D,3396,LEMON D R,7,,,,,,,,,,7,2015,Spring
1803,,,KIN PE 56A,2548,CARLSTEN E B,20,,,,,,,,5,,25,2015,Spring
1804,,,KIN PE 57A,2549,ROQUE E M,30,,2,,1,,,,10,,43,2015,Spring
1805,,,KIN PE 57B,2550,ROQUE E M,17,1,2,,,,,1,2,,23,2015,Spring
1806,,,,4285,RYAN N A,6,1,,,,,,,2,,9,2015,Spring
1807,,,KIN PE 57C,4286,RYAN N A,11,,,,,,,,3,,14,2015,Spring
1808,,,KIN PE 58A,2551,SANDOVAL H J,24,6,1,,2,,,1,8,,42,2015,Spring
1809,,,,2552,BENNETT J L,25,13,,,1,,,4,2,,45,2015,Spring
1810,,,,2553,PORTER L A,32,1,1,,,,,1,3,,38,2015,Spring
1811,,,,3415,HUNER K A,6,1,,,1,,,,1,,9,2015,Spring
1812,,,,4520,SANDOVAL H J,10,1,2,1,2,,,,7,,23,2015,Spring
1813,,,KIN PE 58B,2554,ROQUE E M,15,5,2,2,1,,,2,9,,36,2015,Spring
1814,,,,2555,HUNER K A,12,,,,,,,,3,,15,2015,Spring
1815,,,,2556,BENNETT J L,11,7,1,,,,1,,3,,23,2015,Spring
1816,,,,2557,SANDOVAL H J,31,2,1,,,,,1,8,,43,2015,Spring
1817,,,,2558,HUNER K A,13,7,,,,,,1,5,,26,2015,Spring
1818,,,KIN PE 58C,2559,HUNER K A,6,,,,,,,,3,,9,2015,Spring
1819,,,,2560,BENNETT J L,7,2,1,,,,,,,,10,2015,Spring
1820,,,KIN PE 59B,2561,PIERCE T L,25,,,,,,,,2,,27,2015,Spring
1821,,,KIN PE 88A,2562,ROQUE E M,5,,,,,,2,,,,7,2015,Spring
1822,,PRO CR,PRO CR  8,3107,O'FALLON D R,23,6,,,,,,,2,,31,2015,Spring
1823,,,PRO CR 10,3108,SEYMOUR P S,26,23,5,2,,,,,4,,60,2015,Spring
1824,,,,3327,HEROLD M J,32,3,4,,,,,,1,,40,2015,Spring
1825,,,PRO CR 11,4434,PRITIKIN A,17,4,4,1,5,,,,6,,37,2015,Spring
1826,,,,4507,PRITIKIN A,15,8,5,1,5,,,,4,,38,2015,Spring
1827,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 61 of 98,2015,Spring
1828,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1829,Kinesiology,PRO CR,PRO CR 12,3109,SHIMA T H,20,3,2,,3,,,,5,,33,2015,Spring
1830,,,PRO CR 19,3110,ROQUE E M,10,,,,,,1,,,,11,2015,Spring
1831,Kinesiology To,,,,,1655,324,163,67,95,,12 1,15,442,,2774,2015,Spring
1832,Library,LIBR,LIBR1,2568,WOMACK C Z,21,1,1,,5,,1,,5,,34,2015,Spring
1833,,,,2569,WOMACK C Z,35,4,2,3,3,,,2,1,,50,2015,Spring
1834,,,,2570,WOMACK C Z,20,4,,,6,,,,4,,34,2015,Spring
1835,Library Total,,,,,76,9,3,3,14,,1,2,10,,118,2015,Spring
1836,Life Science A,NATMY,ANATMY  1,1084,DELL M M,5,1,7,2,5,,,,14,,34,2015,Spring
1837,,,,1085,HUTCHINSON S C,,4,5,3,2,,,,17,,31,2015,Spring
1838,,,,1086,WISSMANN P B,4,4,3,1,7,,,,12,,31,2015,Spring
1839,,,,1087,LE M K,9,6,5,4,,,,,10,,34,2015,Spring
1840,,,,1088,ZUK P A,12,10,1,1,4,,,,12,,40,2015,Spring
1841,,,,1089,VALLE A M,3,4,8,,2,,,,13,,30,2015,Spring
1842,,,,1090,HILL B J,5,5,7,1,1,,,,4,,23,2015,Spring
1843,,,,1091,HUTCHINSON S C,4,5,5,,1,,,,17,,32,2015,Spring
1844,,,,1092,DELL M M,3,5,3,2,1,,,,20,,34,2015,Spring
1845,,,,1093,WISSMANN P B,1,2,6,1,3,,,,20,,33,2015,Spring
1846,,,,1094,COVITT G S,5,4,5,,1,,,,17,,32,2015,Spring
1847,,,,1095,HENNESSEY E E,14,3,7,1,4,,,,6,,35,2015,Spring
1848,,,,1096,FICKBOHM D J,6,1,5,1,3,,,,13,,29,2015,Spring
1849,,,,1097,FICKBOHM D J,8,2,3,1,1,,,,7,,22,2015,Spring
1850,,,,3299,FINK S A,10,3,7,1,,,,,8,,29,2015,Spring
1851,,,,4011,FRISCIA A R,5,12,5,,1,,,,9,,32,2015,Spring
1852,,,,4013,RINDEN N S,5,8,7,1,1,,1,,6,,29,2015,Spring
1853,,BIOL,BIOL2,1196,SKYDELL J L,3,1,6,9,7,,1,,18,,45,2015,Spring
1854,,,,1197,DELL M M,5,2,6,5,8,,1,,7,,34,2015,Spring
1855,,,,1198,ROSTAMI M,29,12,3,,,,,9,5,,58,2015,Spring
1856,,,,1199,SKYDELL J L,5,5,11,4,2,,1,,20,,48,2015,Spring
1857,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 62 of 98,2015,Spring
1858,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1859,Life Science,BIOL,BIOL2,1200,LONDE S P,,2,10,3,7,,,,13,,35,2015,Spring
1860,,,,1201,BUCHANAN A G,7,7,8,6,,,,,7,,35,2015,Spring
1861,,,,1202,LONDE S P,,2,2,1,8,,2,1,21,,37,2015,Spring
1862,,,,1203,NELSON R E,8,13,8,4,1,,,3,6,,43,2015,Spring
1863,,,,1204,HUTCHINSON S C,10,6,7,3,2,,,1,8,,37,2015,Spring
1864,,,,1205,HOUGHTON J L,40,9,,,1,,,2,,,52,2015,Spring
1865,,,,1206,HOUGHTON J L,20,9,1,,2,,,11,1,,44,2015,Spring
1866,,,,1207,SAKURAI D S,4,10,14,,,,,2,7,,37,2015,Spring
1867,,,,3351,SAKURAI D S,4,7,6,5,6,,,,4,,32,2015,Spring
1868,,,,4048,NELSON R E,6,10,7,2,2,,,,11,,38,2015,Spring
1869,,,,4049,CASSANO V P,16,11,4,,3,,,16,4,,54,2015,Spring
1870,,,,4050,ROSTAMI M,14,22,2,1,,,,11,2,,52,2015,Spring
1871,,,,4051,CASSANO V P,34,7,1,,,,1,9,5,,57,2015,Spring
1872,,,BIOL3,1208,KIM-RAJAB O S,2,7,6,3,1,,,1,12,,32,2015,Spring
1873,,,,1209,VON DER OHE C G,14,7,1,,,,,,2,,24,2015,Spring
1874,,,,1210,SAKAI W H,5,8,11,1,1,,,,2,,28,2015,Spring
1875,,,,1211,SAKAI W H,6,4,11,1,3,,,,3,,28,2015,Spring
1876,,,,1212,JAYACHANDRAN S,11,7,8,,4,,2,2,4,,38,2015,Spring
1877,,,,1213,KIM-RAJAB O S,5,7,8,3,3,,,1,6,,33,2015,Spring
1878,,,,1214,KIM-RAJAB O S,4,4,6,2,2,,1,1,12,,32,2015,Spring
1879,,,,1215,COLAVITO M C,10,9,10,3,2,,,,3,,37,2015,Spring
1880,,,,1216,SAKAI W H,3,5,9,1,4,,,,6,,28,2015,Spring
1881,,,,1217,SAKAI W H,4,8,7,,5,,1,,5,,30,2015,Spring
1882,,,,1218,SPIEGLER M A,4,5,6,4,3,,,,2,,24,2015,Spring
1883,,,,1219,SPIEGLER M A,5,4,8,1,1,,1,,10,,30,2015,Spring
1884,,,,1220,NICHOLS L B,3,11,10,2,3,,,,3,,32,2015,Spring
1885,,,,1221,NICHOLS L B,5,8,9,2,1,,,,7,,32,2015,Spring
1886,,,,1222,CHEN T T,7,4,11,1,2,,,3,6,,34,2015,Spring
1887,"Monday, May 16, 2016",,,,,,,,,,,,,,,Page 63 of 98,2015,Spring
1888,Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX NP,P,W,RD,Total,2015,Spring
1889,Life Science,BIOL,BIOL3,1223,GARTNER G E,9,14,4,2,1,,1,1,3,,35,2015,Spring
1890,,,,4052,ROMERO R,9,13,4,3,,,,,3,,32,2015,Spring
1891,,,,4053,KAY B W,7,5,6,1,1,,,2,6,,28,2015,Spring
1892,,,,4054,RAYMER P C,15,11,3,1,1,,,2,3,,36,2015,Spring
1893,,,,4055,CHEN T T,2,7,5,2,3,,,,11,,30,2015,Spring
1894,,,BIOL9,1224,SMITH LA M,18,8,4,1,5,,,,12,,48,2015,Spring
1895,,,,1225,JORDAN E A,4,13,8,,7,,1 1,3,3,,40,2015,Spring
1896,,,,1226,SMITH LA M,13,10,4,,7,,1,4,6,,45,2015,Spring
